zipcode,classification_ontime
78559,Delayed
85714,On time
40206,Delayed
89508,On time
53578,On time
55362,On time
92867,Delayed
93950,On time
27804,Delayed
7435,Delayed
71343,Delayed
29303,On time
35769,On time
2476,On time
65809,On time
91945,Delayed
48173,On time
89503,Delayed
36271,On time
40203,Delayed
10027,Delayed
20191,Delayed
14454,On time
10020,On time
75103,Delayed
33896,On time
16214,Delayed
84332,On time
37010,On time
85024,Delayed
44221,Delayed
48879,Delayed
75104,Delayed
61107,Delayed
33404,Delayed
3861,On time
2466,Delayed
40217,Delayed
76849,On time
29446,On time
30205,On time
25428,On time
71322,On time
90272,Delayed
15902,On time
97030,Delayed
75227,On time
12033,On time
97023,Delayed
15208,On time
59759,On time
18704,Delayed
11510,Delayed
96094,On time
21918,On time
74011,On time
21740,Delayed
90290,Delayed
19114,Delayed
60071,On time
22664,On time
78586,On time
22046,Delayed
92313,Delayed
77388,Delayed
60107,Delayed
26505,Delayed
95677,Delayed
33614,Delayed
23803,On time
83716,On time
29045,On time
19038,Delayed
70075,On time
48734,On time
94041,Delayed
71730,Delayed
8221,On time
32708,Delayed
22307,On time
66227,Delayed
1610,On time
50125,On time
4473,On time
42728,On time
56003,Delayed
41014,On time
6483,Delayed
97209,Delayed
71854,Delayed
7074,On time
97078,On time
80424,Delayed
1005,On time
19460,Delayed
29205,Delayed
1982,Delayed
14622,Delayed
7460,On time
98251,On time
43240,On time
48081,Delayed
29626,On time
7031,Delayed
85363,Delayed
32784,On time
15522,Delayed
92660,Delayed
1851,On time
48176,Delayed
38125,Delayed
77053,On time
44243,On time
2116,Delayed
29577,Delayed
97405,Delayed
48076,Delayed
48034,Delayed
92805,Delayed
45208,Delayed
37379,On time
37075,Delayed
90056,On time
35805,On time
46992,On time
44889,On time
18037,On time
74017,Delayed
49080,On time
98329,Delayed
53070,On time
8822,Delayed
7432,On time
15668,Delayed
60148,Delayed
77963,On time
95842,Delayed
60548,On time
48331,Delayed
78207,Delayed
24502,Delayed
27526,Delayed
81226,On time
34482,On time
14228,Delayed
30220,On time
39402,Delayed
95348,Delayed
48001,Delayed
66018,On time
29681,Delayed
97016,On time
97306,Delayed
50314,On time
17020,On time
39565,Delayed
20832,Delayed
83211,On time
95405,Delayed
7086,Delayed
2538,On time
77023,On time
95677,Delayed
14487,On time
62088,On time
60521,Delayed
90813,Delayed
31558,Delayed
8065,Delayed
66223,On time
19067,Delayed
63051,Delayed
3813,On time
90012,Delayed
33576,On time
94107,Delayed
50801,On time
48103,Delayed
48473,Delayed
93635,On time
94111,Delayed
89119,Delayed
47462,On time
18091,On time
93401,Delayed
11942,On time
2176,Delayed
85255,Delayed
28904,On time
23024,Delayed
45327,On time
33715,Delayed
21901,Delayed
8046,Delayed
84054,Delayed
7107,Delayed
33909,Delayed
2771,On time
62712,On time
21111,On time
55947,On time
60069,On time
95404,Delayed
78665,Delayed
91765,Delayed
93907,Delayed
94534,Delayed
30904,Delayed
2726,On time
20705,Delayed
74523,Delayed
43822,On time
44109,Delayed
27205,On time
45067,On time
91364,Delayed
91911,Delayed
19320,Delayed
64505,On time
94304,Delayed
61531,On time
37187,Delayed
43162,On time
1834,Delayed
48223,On time
54914,Delayed
44647,Delayed
31905,Delayed
63139,Delayed
33301,On time
38133,Delayed
23831,On time
85142,Delayed
73538,On time
23510,Delayed
91411,Delayed
49103,Delayed
28681,On time
48186,Delayed
89085,On time
21794,Delayed
76548,On time
75474,Delayed
10576,Delayed
7719,Delayed
84606,Delayed
43315,On time
3042,On time
53575,Delayed
44240,Delayed
93704,Delayed
23111,Delayed
91367,Delayed
29657,Delayed
33909,Delayed
6357,Delayed
97007,Delayed
75002,Delayed
2702,On time
98675,Delayed
78596,On time
77069,Delayed
29707,Delayed
80111,Delayed
19943,On time
52247,On time
78753,Delayed
22904,Delayed
4083,On time
85925,On time
17847,On time
76013,Delayed
94115,Delayed
91791,Delayed
78619,Delayed
57747,Delayed
63740,On time
10460,Delayed
80130,Delayed
91711,Delayed
92590,Delayed
30094,Delayed
29715,Delayed
77041,Delayed
21222,Delayed
68066,On time
53703,Delayed
85298,Delayed
39401,On time
28906,Delayed
61010,On time
33401,Delayed
21061,Delayed
34601,Delayed
34470,Delayed
10553,Delayed
98368,Delayed
29707,Delayed
38555,On time
43920,On time
7748,Delayed
98294,Delayed
10038,Delayed
45875,On time
18015,Delayed
72758,Delayed
22150,Delayed
60482,Delayed
67456,On time
90292,Delayed
89178,Delayed
21043,Delayed
28360,On time
46163,Delayed
75001,Delayed
19405,On time
48854,Delayed
85194,On time
98020,Delayed
98023,Delayed
73106,On time
70343,On time
8861,Delayed
48642,Delayed
2852,Delayed
90292,Delayed
33029,Delayed
28711,On time
92154,Delayed
39479,On time
63645,On time
88011,Delayed
56751,On time
33449,Delayed
28120,Delayed
76801,Delayed
7927,Delayed
80030,On time
8882,On time
37411,Delayed
40508,Delayed
22193,Delayed
67062,On time
83669,Delayed
6410,Delayed
37048,On time
78211,On time
68130,On time
60012,On time
60804,Delayed
94582,Delayed
44305,On time
43351,On time
2539,On time
33881,On time
70520,Delayed
30269,Delayed
62568,On time
49424,On time
75028,Delayed
36330,Delayed
75644,On time
26807,On time
73533,On time
33811,Delayed
80925,On time
6438,On time
14052,Delayed
76034,On time
32550,On time
27018,On time
90031,Delayed
48829,On time
38464,On time
1550,On time
97217,Delayed
46510,Delayed
19136,Delayed
93405,Delayed
80120,Delayed
6320,Delayed
85006,Delayed
63628,On time
70117,Delayed
75087,Delayed
89431,Delayed
28570,Delayed
34237,On time
94517,On time
32080,Delayed
94513,Delayed
6890,Delayed
4462,Delayed
2893,Delayed
61282,On time
83340,On time
54603,On time
22602,Delayed
21231,Delayed
98133,Delayed
98370,Delayed
7832,On time
24101,On time
54449,On time
16229,On time
39531,On time
17350,On time
75935,On time
46218,On time
16125,On time
39437,On time
91202,Delayed
92571,Delayed
37660,On time
34990,Delayed
63348,On time
77022,Delayed
98580,Delayed
2818,Delayed
97004,On time
76177,Delayed
93926,On time
19438,Delayed
95713,Delayed
91020,On time
54301,Delayed
6026,Delayed
32092,Delayed
85737,Delayed
90002,On time
32579,On time
35903,On time
19711,Delayed
22727,Delayed
77037,Delayed
3906,On time
21769,On time
80239,On time
14052,Delayed
80542,On time
18015,Delayed
11238,Delayed
57201,On time
15218,Delayed
11590,Delayed
17070,On time
68305,On time
94534,Delayed
39482,On time
44149,On time
90706,Delayed
33067,Delayed
10701,Delayed
74401,On time
15705,On time
29472,On time
24090,On time
85331,Delayed
89444,Delayed
18103,Delayed
24065,Delayed
37938,On time
45869,On time
67901,On time
11716,Delayed
35023,On time
32570,On time
92374,Delayed
32730,On time
47161,On time
19428,Delayed
34953,Delayed
70560,Delayed
37058,On time
4043,Delayed
44647,On time
1535,On time
80211,Delayed
21222,Delayed
85028,Delayed
70785,On time
82009,Delayed
92591,Delayed
30553,On time
73034,Delayed
19124,Delayed
37916,Delayed
66503,On time
1463,On time
48422,On time
34291,On time
90077,Delayed
95948,On time
48336,On time
77003,Delayed
81122,Delayed
29204,On time
49428,Delayed
12186,On time
91739,Delayed
11980,On time
17113,On time
19428,Delayed
68138,On time
52040,On time
63044,On time
75094,Delayed
42122,On time
6901,On time
50312,Delayed
21550,Delayed
93706,Delayed
1835,Delayed
92509,Delayed
65010,Delayed
12118,On time
32780,Delayed
8098,On time
93314,Delayed
11731,Delayed
14620,On time
43952,On time
33810,Delayed
19520,On time
7014,Delayed
44108,Delayed
11733,Delayed
93710,Delayed
8527,Delayed
40330,Delayed
98606,On time
27310,On time
42765,On time
34698,Delayed
7643,On time
6438,On time
31324,Delayed
73120,Delayed
32233,On time
70127,Delayed
2838,On time
72209,Delayed
40175,Delayed
1867,Delayed
27344,On time
2655,On time
90620,Delayed
35126,On time
46221,On time
95971,Delayed
40351,Delayed
66214,Delayed
31401,Delayed
43616,On time
80620,Delayed
49240,Delayed
32789,Delayed
95953,Delayed
11590,Delayed
14226,Delayed
71485,Delayed
1106,On time
2090,Delayed
34690,On time
77807,On time
37757,Delayed
99336,Delayed
22181,Delayed
77302,On time
77545,Delayed
38555,On time
29172,Delayed
85009,Delayed
80247,Delayed
89448,On time
8826,On time
94085,Delayed
20636,On time
36203,On time
60152,Delayed
72916,On time
83263,Delayed
37405,Delayed
29118,Delayed
22042,Delayed
28352,Delayed
68528,On time
15224,Delayed
84660,Delayed
33762,On time
7450,Delayed
98664,Delayed
36609,Delayed
55112,Delayed
60805,On time
27893,Delayed
49301,Delayed
97701,Delayed
43110,Delayed
46176,Delayed
23227,Delayed
94605,Delayed
93304,Delayed
95946,On time
95901,Delayed
23114,Delayed
91344,Delayed
84315,On time
31503,On time
61074,On time
76230,On time
33594,Delayed
18612,Delayed
6105,Delayed
26037,On time
4530,Delayed
55076,On time
55066,On time
1760,Delayed
90305,On time
55435,Delayed
54829,On time
23005,Delayed
77058,On time
7704,On time
50049,Delayed
15226,On time
29414,Delayed
34203,Delayed
57005,Delayed
2748,Delayed
46767,On time
18447,On time
10960,Delayed
85303,Delayed
29033,On time
95608,Delayed
68046,Delayed
21057,On time
78216,Delayed
99336,Delayed
77662,On time
46250,Delayed
48367,On time
27101,Delayed
65265,On time
97386,Delayed
11411,On time
29169,On time
87123,Delayed
25901,Delayed
55044,Delayed
47060,On time
89183,Delayed
97141,On time
11221,Delayed
54806,Delayed
92571,Delayed
95112,Delayed
10075,Delayed
15022,On time
45240,Delayed
8043,Delayed
95357,On time
46167,Delayed
33470,Delayed
45246,On time
34714,Delayed
92844,Delayed
27052,On time
89081,Delayed
20639,Delayed
57469,On time
34748,Delayed
20733,On time
3741,On time
23114,Delayed
33773,Delayed
92653,Delayed
39341,Delayed
27592,Delayed
69001,Delayed
48444,On time
62236,Delayed
89146,On time
8610,Delayed
60625,Delayed
33952,Delayed
50021,Delayed
17569,On time
21777,On time
34242,On time
29449,On time
6365,On time
34771,Delayed
29909,Delayed
70062,Delayed
48726,On time
18353,On time
46383,Delayed
10006,On time
16428,On time
11225,Delayed
88203,Delayed
98110,Delayed
46033,Delayed
60491,Delayed
97123,Delayed
92253,Delayed
30663,Delayed
28034,Delayed
7838,On time
38834,Delayed
57042,On time
22734,On time
23061,Delayed
17304,On time
92236,On time
80033,Delayed
8817,Delayed
65052,On time
28204,Delayed
91761,Delayed
49001,On time
54730,Delayed
81503,On time
1541,On time
70560,On time
54452,On time
26070,On time
36054,On time
17866,Delayed
2664,Delayed
2914,Delayed
61265,On time
30233,Delayed
7105,Delayed
59718,Delayed
81082,Delayed
33907,On time
20743,Delayed
2881,On time
3576,On time
14103,On time
36608,Delayed
29645,On time
33130,Delayed
95626,On time
7848,On time
97471,Delayed
61846,On time
36575,Delayed
5486,On time
32547,Delayed
14057,On time
60061,Delayed
22835,On time
11417,Delayed
53520,On time
2140,Delayed
40004,Delayed
51054,On time
30117,Delayed
98328,Delayed
54703,Delayed
34224,On time
29178,Delayed
59714,Delayed
2715,On time
52233,On time
43215,Delayed
77049,Delayed
72632,On time
75601,On time
60119,Delayed
2144,Delayed
32771,Delayed
98249,On time
80530,Delayed
66049,Delayed
10473,Delayed
62448,On time
78041,Delayed
37216,Delayed
47834,Delayed
10282,On time
64482,On time
3827,On time
75446,On time
6516,Delayed
46574,On time
70719,On time
19440,Delayed
6878,Delayed
78046,On time
6812,On time
12205,Delayed
70634,Delayed
46060,Delayed
37920,Delayed
92867,Delayed
32643,Delayed
84123,Delayed
52003,Delayed
72455,Delayed
49009,Delayed
98059,Delayed
61455,Delayed
77713,Delayed
3841,On time
78064,Delayed
53716,Delayed
81131,On time
92544,On time
10703,Delayed
35071,On time
7450,Delayed
85297,Delayed
8690,Delayed
19330,Delayed
90028,Delayed
10473,Delayed
28516,Delayed
95663,On time
7502,On time
1824,Delayed
21754,On time
27803,Delayed
90056,On time
4084,Delayed
28467,On time
14414,On time
84060,Delayed
68005,On time
63144,On time
2132,Delayed
22044,On time
19968,Delayed
11704,Delayed
32504,On time
33919,Delayed
15243,Delayed
32827,Delayed
79101,On time
46733,Delayed
49781,On time
85344,On time
86011,On time
16504,On time
51012,Delayed
24540,On time
19078,On time
92629,Delayed
93907,Delayed
90024,Delayed
78256,On time
47553,On time
60644,On time
97381,On time
23505,Delayed
8648,Delayed
75418,On time
70548,On time
94535,Delayed
18411,Delayed
55363,On time
32095,On time
10924,Delayed
28512,On time
97526,On time
34953,Delayed
18032,On time
95126,Delayed
8514,On time
53225,On time
92410,Delayed
11219,Delayed
48202,Delayed
21074,On time
44090,On time
16001,Delayed
48306,Delayed
46392,On time
8690,Delayed
60190,Delayed
2748,On time
33312,Delayed
19074,On time
55901,Delayed
98092,Delayed
61284,On time
21215,Delayed
6095,Delayed
80435,Delayed
26601,On time
79407,On time
11794,On time
5055,On time
46544,Delayed
95363,On time
84036,On time
20678,Delayed
77058,Delayed
28469,On time
40601,Delayed
2835,On time
89002,On time
10598,Delayed
18834,On time
55075,Delayed
98110,Delayed
98311,Delayed
47834,Delayed
48820,On time
70501,On time
98260,Delayed
76031,On time
3743,Delayed
28472,Delayed
32566,Delayed
56751,Delayed
53158,On time
48141,Delayed
97439,Delayed
11429,Delayed
8106,On time
10607,Delayed
55129,Delayed
57107,On time
80016,Delayed
71753,On time
97031,Delayed
29520,On time
48030,On time
10901,Delayed
78726,Delayed
12525,On time
95357,Delayed
14850,Delayed
78748,Delayed
3865,On time
44875,On time
83702,Delayed
70401,On time
33637,Delayed
10913,On time
34602,On time
1752,Delayed
55051,On time
8361,Delayed
33815,On time
80538,Delayed
95046,On time
7110,Delayed
33909,Delayed
27030,Delayed
53718,Delayed
30017,Delayed
54603,On time
2339,Delayed
14094,Delayed
53104,On time
85254,Delayed
8551,Delayed
55402,On time
20111,Delayed
51537,On time
49071,On time
14625,Delayed
1075,Delayed
90026,Delayed
75243,Delayed
99216,On time
8083,On time
7607,Delayed
68154,Delayed
37341,Delayed
80603,On time
67133,Delayed
77802,Delayed
94602,Delayed
24986,On time
54173,On time
29621,Delayed
11423,Delayed
16101,Delayed
73108,On time
37777,On time
7657,Delayed
18925,Delayed
61021,Delayed
70570,On time
30088,On time
29401,Delayed
75248,Delayed
34950,Delayed
37220,On time
28470,On time
91320,Delayed
92555,Delayed
44109,On time
49067,Delayed
60616,Delayed
83651,On time
56001,Delayed
48202,On time
56011,Delayed
93501,On time
15213,Delayed
11375,Delayed
91030,Delayed
66219,On time
98445,Delayed
32502,On time
31405,Delayed
89703,Delayed
24523,On time
54901,Delayed
22207,Delayed
32539,Delayed
66226,Delayed
23188,Delayed
80234,Delayed
46235,On time
77033,Delayed
11901,Delayed
28401,On time
53186,Delayed
21029,Delayed
97739,On time
33785,On time
15218,On time
61111,Delayed
32701,Delayed
14103,On time
16415,Delayed
27021,Delayed
80118,On time
6035,Delayed
98012,Delayed
23140,On time
84062,Delayed
77036,Delayed
74604,Delayed
4103,Delayed
18848,On time
79109,On time
33947,On time
77316,On time
27317,On time
23141,On time
98802,Delayed
14072,Delayed
52068,On time
94561,Delayed
33009,Delayed
13827,On time
33770,Delayed
55110,Delayed
14218,Delayed
36863,On time
28086,Delayed
33559,Delayed
7871,Delayed
33179,Delayed
47304,Delayed
60545,Delayed
38115,On time
61072,On time
74801,On time
53527,On time
78015,Delayed
80807,On time
30566,On time
21102,Delayed
59044,On time
86324,On time
91776,Delayed
23662,On time
39482,On time
75038,Delayed
56164,On time
14092,On time
33020,Delayed
50501,Delayed
73801,On time
33511,Delayed
31602,Delayed
7640,On time
60649,On time
19401,Delayed
12189,On time
84645,On time
52776,On time
3304,On time
26041,On time
98110,Delayed
30750,On time
45694,On time
15147,On time
67220,On time
56101,On time
49333,On time
13214,On time
63026,Delayed
52043,On time
2889,Delayed
36567,On time
97239,Delayed
23453,Delayed
11416,On time
66221,Delayed
94596,Delayed
32778,Delayed
6281,On time
48348,Delayed
34653,Delayed
49233,On time
60447,On time
8721,Delayed
12204,On time
30755,On time
62052,Delayed
40741,On time
20017,Delayed
43616,On time
46410,Delayed
92071,Delayed
35960,On time
8210,Delayed
41501,On time
17540,On time
54457,On time
78132,Delayed
78059,Delayed
29801,On time
80601,Delayed
72631,Delayed
93311,Delayed
18252,On time
28479,On time
48418,On time
30114,Delayed
92027,Delayed
80916,Delayed
39056,Delayed
23847,Delayed
17560,On time
34461,On time
34287,On time
28428,On time
10307,On time
1826,On time
54241,On time
33990,Delayed
98155,Delayed
70592,Delayed
7405,Delayed
4072,Delayed
78572,On time
75254,Delayed
48047,Delayed
25301,On time
62263,On time
76016,Delayed
98684,Delayed
2809,Delayed
55992,On time
66104,Delayed
54216,Delayed
78260,Delayed
7755,On time
43025,On time
76036,Delayed
32124,On time
60062,Delayed
63010,Delayed
61032,Delayed
76706,Delayed
77301,On time
40202,On time
39216,On time
6708,Delayed
93662,Delayed
27376,On time
27313,On time
66604,On time
76118,On time
31768,On time
22405,Delayed
84105,Delayed
30802,Delayed
72956,Delayed
95677,Delayed
75080,Delayed
76087,Delayed
18947,On time
79121,Delayed
92113,Delayed
30707,On time
79745,Delayed
49017,Delayed
48848,Delayed
11577,Delayed
33567,On time
80128,Delayed
62040,Delayed
89434,Delayed
48611,On time
57785,Delayed
20037,Delayed
33542,Delayed
2149,Delayed
78610,Delayed
28787,On time
1007,On time
33056,Delayed
14127,On time
23601,On time
43812,On time
18088,Delayed
70805,On time
12184,On time
38122,On time
93924,On time
31329,On time
48415,On time
4953,Delayed
6096,On time
1001,Delayed
19904,Delayed
45246,On time
85735,On time
78022,On time
95118,Delayed
77019,Delayed
91790,Delayed
44512,Delayed
89146,On time
6472,On time
10475,Delayed
80135,On time
68059,Delayed
12484,On time
33781,On time
55443,Delayed
19154,Delayed
29536,On time
92587,Delayed
29676,On time
34601,On time
36116,On time
16345,Delayed
92648,Delayed
77064,Delayed
95014,Delayed
10474,Delayed
27525,On time
29369,Delayed
60091,Delayed
14043,On time
33613,On time
98349,Delayed
30701,Delayed
11796,On time
45822,On time
94596,Delayed
74801,On time
40513,Delayed
31632,Delayed
11368,Delayed
75662,On time
91941,Delayed
3741,On time
89118,Delayed
63366,Delayed
84095,Delayed
12184,Delayed
33032,Delayed
10603,On time
67420,On time
25419,On time
49270,On time
